,Betweenness,Fast Greedy,Infomap,Louvain
0,0.2572089711641154,0.34862149440291135,0.1202681855939243,0.5195799216803132
1,0.28169376211384034,0.34405284601083824,0.0,0.5263241169257545
2,0.2560618646414304,0.3497686009255962,0.0,0.5185317036509631
3,0.2678098176496183,0.33281911316799173,0.01240061706419839,0.5285194414777896
4,0.26375538942288673,0.353664807562992,0.2663858233455954,0.5188283691309679
5,0.2280566433289823,0.3367944306000554,0.02444523555239116,0.5165341560855978
6,0.267038487401606,0.3532890312883193,0.01240061706419839,0.518828369130968
7,0.23586883430244063,0.33819864720541115,0.14491119813298511,0.5263241169257545
8,0.29725881096475604,0.35878723151774056,0.06939994462244377,0.5188283691309679
9,0.27032158538032514,0.36590720303785446,0.06947905541711168,0.5233376844270401
10,0.2637356117242197,0.3460503935762035,0.01226217317352952,0.5213994699576757
11,0.28191131679917714,0.36483920730983743,0.09354851469483008,0.518828369130968
12,0.2914046121593292,0.36420632095249394,0.08312566749733002,0.5188283691309679
13,0.3018867924528301,0.3670147541632056,0.01226217317352952,0.5195799216803132
14,0.23590838969977457,0.34134330129346147,0.0,0.5241090146750524
15,0.2916617222419998,0.374767612040663,0.0,0.5188283691309679
16,0.27239824374035826,0.3536845852616588,0.04673470195008109,0.5188283691309679
17,0.2989794707487836,0.3549108025790119,0.0,0.5188283691309679
18,0.25026699893200427,0.33248289229065314,0.10145959416162327,0.5201139195443218
19,0.341758632965468,0.38091847632609466,0.3735216170246429,0.5176614849096159
20,0.27987421383647787,0.3579961235710613,0.0,0.518828369130968
21,0.29628970373007396,0.35997389343775954,0.04697203433408491,0.52333768442704
22,0.31673984415173445,0.37118784858193904,0.3878604485582058,0.5241090146750524
23,0.2489023377239825,0.38167002887543994,0.39958862386772676,0.5233376844270401
24,0.18593014516830833,0.34389462442150226,0.16989043154938488,0.5285194414777895
25,0.23677860844112178,0.3487401605949132,0.024207903168387293,0.5285194414777895
26,0.2766306712550928,0.382836913096792,0.2863217436019143,0.5201139195443218
27,0.2201257861635221,0.3538823622483288,0.03534274751789886,0.5233376844270401
28,0.21986867608085128,0.31800561686642137,0.01226217317352952,0.5188283691309679
29,0.2859261896285747,0.34033463866144525,0.01240061706419839,0.5233376844270401
30,0.28970373007396855,0.3462283928642063,0.01240061706419839,0.5188283691309679
31,0.26458605276690006,0.35991456034175867,0.0,0.52333768442704
32,0.27006447529765437,0.3398401961947708,0.36351410149914953,0.5213994699576757
33,0.26769115145761646,0.36436454254182987,0.3771409358807009,0.5188283691309679
34,0.2767691151457617,0.346544836042878,0.37114829318460507,0.5241090146750524
35,0.2898223962659705,0.3368933190933903,0.01226217317352952,0.5195799216803132
36,0.24991100035599856,0.36248566116846637,0.024207903168387293,0.5195799216803132
37,0.3001859103674695,0.35722479332304896,0.0,0.518828369130968
38,0.278707329615126,0.33016890154661604,0.3429650725841541,0.5188283691309679
39,0.3331355563466634,0.3554052450456865,0.09859182785491077,0.5201139195443218
40,0.27914243898579955,0.3477314979628971,0.06939994462244375,0.5213994699576757
41,0.23484039397175754,0.3387524227680866,0.37348206162730907,0.5277283335311103
42,0.29023772793797703,0.34466595466951466,0.05759265851825483,0.5233376844270401
43,0.25964162810015434,0.33893042205608953,0.22686998140896322,0.5188283691309679
44,0.2359875004944425,0.353605474466991,0.0,0.5188283691309679
45,0.3035481191408566,0.35319014279498434,0.3894228867528973,0.5176614849096159
46,0.2362643882757803,0.3628218820458051,0.057177326846248135,0.5188283691309679
47,0.26235117281753095,0.3563545745817016,0.02462323484039401,0.5188283691309679
48,0.21037538072069942,0.3316126735493059,0.01226217317352952,0.5188283691309679
49,0.2554487559827539,0.3493928246509236,0.0,0.5233376844270401
